dx,dy
-9.191251e-05,-4.9606664e-05
0.00040440066,0.0003481627
0.00041093273,-0.00046732262
0.0021347085,9.233331e-05
-0.00021430755,0.0003593904
0.00064686383,0.0003979246
0.00012826709,-6.1738983e-06
-0.0008672307,-0.00093604677
0.00041435836,-7.440985e-07
-0.00065692456,0.0008722902
0.00021051643,2.7978187e-05
0.0008352296,-0.00036260046
-0.00067575194,0.0008016131
0.0011194766,-0.00038030022
-0.0003797253,7.214836e-05
-0.00033855927,-6.681809e-05
-0.000114901995,-6.450612e-05
0.0007301571,-0.000291895
6.82579e-05,0.00026967848
0.00020998038,-0.00034497256
-0.00044522042,-0.00014914478
-0.00017118192,0.00034770492
0.00015314472,-3.9347866e-05
0.00028307788,-0.00021954485
-0.00069372175,0.00075404014
0.00018957863,-6.35108e-05
0.00030319399,-0.00025826096
5.3117208e-05,-0.00035668834
8.015148e-05,-0.00014909518
0.00047259356,0.00020635537
-0.00069717504,0.0003118626
-0.00024251558,-4.7699454e-05
0.00040630563,0.00060439686
-9.7897275e-05,3.2236712e-06
0.00088016875,7.14816e-05
-0.00024408827,8.499005e-07
-0.00014786923,-4.7749294e-05
-0.0006466498,-0.00047413408
-0.001999202,-0.0005090766
0.089613296,-0.023914747
6.9655252e-06,-1.1180292e-06
0.20799509,-0.04080851
0.02826067,-0.017994322
0.047235623,-0.04194235
0.054325085,0.00860599
0.043896288,-0.011584559
-0.020581733,0.0002838887
-9.997915e-05,-0.000119831995
-0.13270602,-0.005425332
-0.10213102,-0.015175721
-0.09864268,0.002315378
-0.08427868,-0.013755218
-9.800802e-05,-5.0950453e-05
0.037093636,0.011910876
5.8467587e-05,-8.958663e-05
-0.018319003,0.0003898446
0.005817453,0.007799995
-0.07791528,0.32832897
-1.6185872e-05,2.2750524e-05
0.08422386,-0.21145043
0.011462684,-0.072482295
-0.0550896,0.21740702
0.07114564,-0.23647445
-0.028341321,-1.678646e-05
0.012150417,-0.050551895
-9.269824e-05,-0.0002945137
-9.034135e-05,-6.29723e-05
-0.1682006,-0.010653142
7.844431e-05,-0.0002339496
-0.07069376,0.0020545304
-0.041597918,0.0027251295
0.00013405278,3.070668e-05
-0.041891757,0.033826966
5.2718115e-06,7.274687e-06
-0.01896306,0.014229835
-0.19208744,0.29655513
-0.15478821,0.0014718103
-0.1995498,0.1909973
-0.87332296,0.32128763
-0.0002460106,2.1635928e-05
-1.1528579,0.010648113
-0.3850777,0.0038054418
-3.3515366e-06,-6.364522e-05
-0.47679424,-0.0021304432
-1.8520837,0.03368608
-2.8911289e-05,-0.0002553032
-8.130263e-05,8.013144e-05
-1.9583919,-0.040355626
-0.39638817,0.025906015
-0.96657735,0.07961154
-0.36231902,0.0148846805
6.337489e-07,-2.5652236e-05
-0.51083285,0.124182776
-0.00015029727,4.3163105e-05
-0.47370815,0.23412345
-0.16674393,-0.018519474
-0.19824448,-0.0025362745
-0.45009953,0.20056388
9.998835e-05,-0.00013003685
-0.1752788,-0.014628439
-0.1947479,-0.03464054
-0.18387808,-0.055446446
-0.23524874,-0.18198739
-0.1817013,-0.21580024
-0.3345711,-0.18574007
-0.000823926,-0.000320599
-0.46697435,-0.25996646
-0.52835953,-0.14877313
-0.0002373598,-0.00011793649
-0.7108415,-0.30342188
-0.6843158,-0.16820982
-0.00037994282,1.543964e-05
-0.21898982,-0.024094574
-4.6842622e-05,-8.584151e-05
-1.1485046,-0.49149573
-0.24952345,-0.06351285
0.00029652801,0.00015163288
-0.58805877,-0.22836466
-0.00037466988,0.00011443048
-0.8027929,-0.26550463
0.00018562941,-3.4335542e-06
-0.69038016,-0.1671638
9.3124545e-05,-8.136718e-05
-0.7403368,-0.17537019
2.8080605e-05,-3.8676008e-05
-1.3501642,-0.44367334
-0.0001239399,-0.00011491167
4.20604e-05,2.6848087e-05
-1.0114034,-0.34106132
6.206641e-05,-1.0613418e-05
-1.2684554,-0.19502349
-3.214873e-05,0.00017588586
-1.9156566,-0.3355398
-6.1108265e-05,-0.00016219402
-1.1129224,-0.20396821
-5.8960457e-05,0.00021275875
-3.320176e-05,4.811585e-05
-1.099126,-0.21148732
-0.33889124,-0.029853713
-0.41691503,-0.028980471
-0.41402844,-0.046126816
-0.39859322,-0.017267393
7.94248e-05,2.3162525e-05
-0.67108274,-0.09313432
-0.34221375,0.005794142
-1.2614928e-05,2.6856756e-05
-0.14076051,0.018748017
3.533922e-05,-6.4213426e-05
-0.15347703,0.03198865
-0.00051465945,-0.0003947545
0.009744252,0.038643956
0.03425121,0.016348973
-0.000107746746,4.5900022e-05
0.057641596,-0.0079350015
6.831153e-05,-0.00012407973
0.14324397,0.019176915
-1.2853905e-05,1.2135379e-05
0.2765248,0.014341318
8.294793e-05,8.290389e-05
0.21240383,0.029751314
0.11487455,0.03476944
0.13101248,0.0034053253
0.1312388,0.0033949637
0.08636926,-0.0088465
-0.023392105,0.02182449
-4.5433612e-06,-0.00013394418
0.0058404254,0.041346367
-0.00021316276,0.00013228923
-0.023555951,-0.015944315
-0.12637451,0.012059624
-0.06307848,0.019334828
0.0028655515,-0.010995738
-0.017821344,0.0041755526
-0.022501308,-0.014312501
-0.00010080799,6.128982e-05
-0.03768111,-0.00021488698
-0.018037753,0.005537092
-0.00074486516,3.5492034e-05
-0.00027641765,-0.0146372365
0.007876348,-0.006562181
0.014568884,-0.01863074
-9.620852e-05,0.00011115715
-0.009163037,-0.032043774
0.014291989,-0.035324425
3.1820444e-05,-2.3062177e-05
-0.03027982,-0.5846702
0.05636567,-0.06158177
-0.083590396,0.16106994
-0.00023740347,-0.00018170718
-0.0843986,0.09100431
-0.05100398,0.07708962
-0.05752161,0.1940353
-0.07391151,0.14691696
-0.00011539505,-0.00017217665
0.054203086,0.0025242288
0.00026748303,0.00011528123
0.01598916,-0.03385458
-0.0030716243,-0.058319625
-0.00082836085,-0.0006869151
-0.008738304,0.024957385
0.0042123734,-0.025985325
7.487481e-06,9.0371555e-05
0.01813358,-0.016965883
-8.020384e-05,0.00019816944
0.045695815,-0.0007947955
0.028185705,-0.01360737
0.07160965,-0.025879247
0.16206884,-0.031119006
4.6893238e-05,-4.116215e-05
0.07510517,-0.029074313
0.122251704,-0.7710743
-0.00021800013,-6.692493e-05
0.007925332,0.020071605
0.022519507,-0.13372864
-0.02122798,0.07246785
-0.0006677019,-0.00058330264
-0.096176565,0.101655744
-7.8176265e-05,7.0288996e-05
-0.025630033,0.333942
0.06885698,-0.034636986
-0.00022705043,0.00011754329
-0.010432659,0.013721797
-0.008464906,0.00059907685
4.025829e-05,0.00011286913
-0.00024426312,0.002857764
0.0052445456,0.016474206
-0.00032535565,-0.00015458745
-0.047904305,0.5205838
-0.017016683,0.057930265
0.043481182,0.0052639996
1.9740124e-05,-7.7760225e-05
-0.0001411308,-7.587812e-05
0.0002674477,0.00014808228
0.0754345,-0.0820597
0.004668434,-6.5767614e-05
0.0005878662,-0.0005101838
-5.8295154e-05,0.00016371183
0.00025395415,-0.0001276322
8.276253e-05,-0.00058487616
-0.000348039,0.0012447437
0.00010957077,-0.00020865808
0.0005525796,0.00033592462
-0.00039500816,-0.00012989665
0.00040217384,-6.013062e-05
0.00012211323,-9.640581e-05
1.3580818e-05,-3.184778e-05
3.0009243e-05,4.0068277e-05
1.7861785e-05,-1.2957936e-05
-1.3517154e-05,-0.00010437681
-5.436062e-06,-2.2789778e-05
2.8801061e-05,3.9848044e-05
1.7885897e-05,-1.27759495e-05
-1.3517154e-05,-0.00010437681
-5.436062e-06,-2.2789778e-05
2.8801061e-05,3.9848044e-05
-0.001053925,7.447685e-05
0.00017371312,7.515517e-06
-0.0024884595,-0.00017101645
-0.0042721704,-0.00017896578
0.0023864624,-0.0012265691
-0.0029236502,-0.0008157356
0.0013888475,-0.0021622486
0.0019388421,-0.0014968682
-0.0049875434,-0.005073424
0.03640274,-0.0023770628
0.0040809014,-0.0025288654
0.012493088,-0.0039367583
0.0024629335,-0.0006428642
0.0023555506,5.862709e-05
-2.7302898e-08,-2.4022822e-05
1.5791353e-05,4.002803e-05
1.3757842e-05,-1.1508335e-05
-5.1171304e-05,-0.0001042296
-2.768491e-06,-2.4134059e-05
0.0009788163,-0.0009980932
0.007249743,-0.0035659703
0.0071470602,-0.0027881723
0.024037562,-0.010624288
0.0015359707,-0.002073429
0.00499052,-0.0033303904
0.0006637328,-0.0008878685
0.0014600565,-0.0010519738
0.00068021397,-0.00064953626
0.00012306414,-0.0007612242
-3.5730194e-05,-0.00087412674
-0.0012197162,-0.0006647732
-0.0019443083,-1.23855925e-05
-0.0013180736,-0.00031855548
-0.0008275916,-8.2347484e-05
-0.00011835159,-6.838863e-05
1.3464464e-05,4.151359e-05
-9.4963994e-05,-0.0007258885
0.0062644663,0.0064334944
-5.4897373e-06,-2.3389824e-05
0.015897326,0.0017455346
-0.0005294896,1.1675701e-06
-0.0015571939,-0.0013634393
6.396194e-07,-1.6297918e-05
-0.012852278,-0.005680626
1.3164586e-05,-1.6962204e-05
3.5748285e-06,-0.00010575096
0.0058459765,-0.00084501685
-0.0005827377,8.901898e-05
0.0060067135,-0.0005304169
0.006286089,0.00058260944
0.0062210467,0.0006468657
1.5604463e-05,3.593251e-05
-0.00040004586,1.05717945e-05
-0.0006234834,-0.00017556301
0.006368543,-0.0007903769
1.9416924e-05,4.1139512e-05
0.0058817114,-0.0005310266
-2.6015081e-05,-9.9896264e-05
-4.6272767e-06,-1.947435e-05
1.8486653e-05,3.5233537e-05
1.8136026e-05,-1.6584467e-05
-3.2473815e-07,-9.775634e-05
-2.163261e-06,-1.9000116e-05
-0.0005058332,0.0007196757
-0.0001280682,-9.826901e-05
0.019598294,0.0013644965
2.8398845e-05,0.00011664838
-7.937327e-06,-3.06993e-06
1.3645409e-05,-5.8677295e-05
-7.3933693e-06,-1.0399219e-05
9.096112e-06,6.747146e-05
-2.0313673e-05,-6.2421414e-06
1.2530441e-05,-6.0429553e-05
-7.3933693e-06,-1.0399219e-05
-0.0062966975,0.0037168579
-0.0035974795,-0.00059296505
-0.007185981,0.005717184
-0.020014497,-0.0034775862
4.44767e-06,6.864386e-05
-1.8726749e-05,1.5543659e-06
1.1178976e-05,-5.988421e-05
-4.077011e-06,-1.5408965e-05
7.5599705e-06,6.604658e-05
-1.9728426e-05,1.3676595e-06
1.0673532e-05,-6.14413e-05
2.1288072e-06,-0.00081211614
0.0036298689,0.0027661899
0.003205092,0.007101313
0.005048764,0.011381631
0.008829629,0.018969541
0.008609151,0.018240588
0.0068925284,0.0053306334
0.007150479,-0.00013051042
0.012341107,-0.0014806822
0.009802528,0.0002597668
0.0064814794,-3.154975e-05
0.0025740953,-0.00077438966
0.0018813737,0.0006759297
0.0001356408,-0.00039249728
0.00020032296,-0.00024774382
7.4618233e-06,-5.986387e-05
-1.937419e-06,-1.4821254e-05
