dx,dy
0.016459374,0.0031707294
0.013676451,0.008189675
0.015753478,0.010037652
0.0052459687,0.008170879
0.00096328673,0.004560569
0.0008302059,0.002076005
5.7035337e-05,-0.00021844573
-1.5329804e-05,2.032025e-06
-6.043058e-05,5.0650483e-06
-8.8698325e-05,-2.124483e-05
7.320371e-05,-0.00022526311
-7.894792e-06,3.15455e-06
-6.244228e-05,3.7186228e-06
0.0043144994,-0.0027358155
0.008266097,0.0027833397
-0.001302943,-0.00110136
-0.0068872366,-0.002868072
0.0024898176,0.0040687043
9.8898345e-05,-0.00016130882
-1.212552e-05,1.8508339e-06
-6.5365e-05,-1.1462648e-05
-8.632841e-05,-1.88087e-05
-0.0018939624,-0.00047068784
-0.021945957,-0.005137858
-0.0060545015,-0.0034396856
-0.0006280567,0.00091646065
2.7443659e-05,-0.0027767078
-4.5165758e-05,-0.00016077883
-7.179676e-05,-7.4741747e-06
-7.859769e-05,-1.8329469e-05
8.551905e-05,-0.00016396752
-0.0007621871,-0.00013179163
-0.00012393059,0.0009352856
-0.00036238093,0.0012481044
-1.1006653e-05,0.0004277715
-2.4625672e-06,0.00028017286
0.0005405115,0.0020913498
0.0018303392,-0.000176576
0.0007583287,-0.00017156376
-8.956411e-06,1.3396536e-06
-7.3599906e-05,-7.730189e-06
-8.500806e-05,-1.7120215e-05
8.888882e-05,-0.00016445703
-1.0648331e-05,6.002455e-07
-0.01744256,0.0007370882
0.36002013,0.099383585
0.20762326,0.11629945
-0.069001354,0.55177736
0.63454527,0.038622227
-0.259856,0.04817333
-0.094663315,0.069240086
-0.21997498,0.12980334
0.26091027,0.017781697
-0.000678244,-0.001253454
0.026701964,0.101059005
-0.00010314538,-0.0007363894
-0.20146097,-0.09195901
-0.17624974,0.025410237
0.28347257,-0.14701284
-0.00020457171,-0.00025409876
-0.11071491,0.11333897
-0.00051497755,-0.0002561675
-0.08620058,0.11288278
0.00015039332,-0.00010531002
-0.3859319,-0.28930533
-0.00045388524,-9.183678e-05
-0.5090422,-0.018776314
-0.00027977573,-0.00029960164
-0.10741594,-0.033402916
1.4096758e-05,3.7082587e-05
-0.21787979,0.24464092
8.760043e-05,-0.00012276138
0.0059811743,0.097746596
-0.2930609,0.25132504
-0.00043037787,-0.00055615825
-0.15161033,0.10064305
-0.0001780381,-0.0001605039
-0.009658843,0.15211457
1.7215869e-05,-2.2071918e-05
0.29093584,-0.12689091
0.105399214,0.028207904
-0.0003204982,-0.00032075105
-0.018503588,-0.21195875
-0.00044319272,-0.00023694403
-0.014538142,0.09838066
-0.40450227,0.102979176
-0.00022910903,-6.947973e-05
-0.56485176,-0.27282137
-0.00039489265,5.2887488e-05
0.08216751,-0.047303688
-0.21144927,-0.33446023
-0.00018331871,-0.0001883835
-0.13902606,0.051700275
0.30416217,-0.2217223
-0.0005861569,-0.00018627019
-0.43176156,-0.12187373
0.15508856,0.042005006
0.000693775,0.00084456126
-0.15207888,-0.24963804
-0.21124811,0.0013035013
-0.00022551104,-6.757032e-05
0.040150978,0.15860324
-0.00014425626,-0.0006920469
-0.3052232,-0.3521885
0.14212419,0.23549746
-0.000861665,-0.0011606917
0.3971538,-0.19726254
-0.51740175,-0.120898485
0.0003965074,0.00033625422
-0.120042406,-0.14880246
0.0027508165,0.0012320784
-0.0012877054,-0.0014335029
0.17818941,0.2619049
0.037993852,0.30346343
0.00042049313,0.00027649495
0.015245278,0.044335905
-0.7385483,-0.232128
-0.0017175537,-0.0007924853
-0.13702926,0.5889456
-0.50400126,0.43305248
0.00081206637,0.0004244414
0.7627596,-0.1985682
-0.0011889272,-0.00041803793
0.45508942,0.0677731
-0.0011819341,-0.0015255894
-0.33276054,0.31375298
0.0018035418,-0.055520892
-0.000117097276,-9.165503e-05
0.011829223,0.23293924
-0.00042301437,-0.00013069934
